task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
153	ad/a23a6b	293780	FREYJA_VARIANTS (Calling variants mixture_32)	COMPLETED	0	2025-10-10 13:48:11.490	2.1s	1.5s	577.9%	96.8 MB	4.6 GB	41.4 MB	3.2 MB
154	2e/e051ce	294144	FREYJA_VARIANTS (Calling variants mixture_33)	COMPLETED	0	2025-10-10 13:48:13.587	2.1s	1.5s	572.2%	92.9 MB	4.6 GB	41.4 MB	3.2 MB
155	b1/aba2ae	294545	FREYJA_VARIANTS (Calling variants mixture_28)	COMPLETED	0	2025-10-10 13:48:15.672	2.1s	1.5s	574.0%	93.6 MB	4.6 GB	41.9 MB	3.7 MB
156	bc/ee9335	294913	FREYJA_VARIANTS (Calling variants mixture_33)	COMPLETED	0	2025-10-10 13:48:17.811	2.1s	1.5s	570.8%	90.8 MB	4.6 GB	41.4 MB	3.2 MB
157	48/745ecd	295295	FREYJA_VARIANTS (Calling variants mixture_30)	COMPLETED	0	2025-10-10 13:48:19.941	2.1s	1.5s	571.3%	92 MB	4.6 GB	41.9 MB	3.7 MB
158	fb/e617e9	295674	FREYJA_VARIANTS (Calling variants mixture_35)	COMPLETED	0	2025-10-10 13:48:22.030	2.2s	1.6s	417.0%	72.9 MB	4.6 GB	41.4 MB	3.2 MB
159	eb/a0e165	296056	FREYJA_VARIANTS (Calling variants mixture_34)	COMPLETED	0	2025-10-10 13:48:24.232	2.1s	1.5s	570.3%	90.8 MB	4.6 GB	41.4 MB	3.2 MB
160	d9/6ff7b7	296434	FREYJA_VARIANTS (Calling variants mixture_34)	COMPLETED	0	2025-10-10 13:48:26.332	2.1s	1.5s	565.6%	89.4 MB	4.6 GB	41.4 MB	3.2 MB
161	e9/ec0798	296802	FREYJA_VARIANTS (Calling variants mixture_35)	COMPLETED	0	2025-10-10 13:48:28.464	2.1s	1.5s	563.4%	89.6 MB	4.6 GB	41.4 MB	3.2 MB
162	71/b90efe	297206	FREYJA_VARIANTS (Calling variants mixture_36)	COMPLETED	0	2025-10-10 13:48:30.564	2.1s	1.5s	569.3%	90.9 MB	4.6 GB	41.4 MB	3.2 MB
163	2d/8f1354	297562	FREYJA_VARIANTS (Calling variants mixture_37)	COMPLETED	0	2025-10-10 13:48:32.629	2.1s	1.5s	575.6%	92.9 MB	4.6 GB	41.4 MB	3.2 MB
164	44/03962a	297953	FREYJA_VARIANTS (Calling variants mixture_38)	COMPLETED	0	2025-10-10 13:48:34.702	2.1s	1.5s	563.4%	89.3 MB	4.6 GB	41.4 MB	3.2 MB
165	d9/2b31e6	298330	FREYJA_VARIANTS (Calling variants mixture_37)	COMPLETED	0	2025-10-10 13:48:36.848	2.2s	1.5s	569.1%	92.5 MB	4.6 GB	41.4 MB	3.2 MB
166	18/5f1479	298696	FREYJA_VARIANTS (Calling variants mixture_38)	COMPLETED	0	2025-10-10 13:48:39.003	2.4s	1.8s	497.6%	90.7 MB	4.6 GB	41.4 MB	3.2 MB
167	ad/871b97	299098	FREYJA_VARIANTS (Calling variants mixture_36)	COMPLETED	0	2025-10-10 13:48:41.391	2.1s	1.5s	562.6%	89.8 MB	4.6 GB	41.4 MB	3.2 MB
168	0a/bd17e9	299463	FREYJA_VARIANTS (Calling variants mixture_41)	COMPLETED	0	2025-10-10 13:48:43.533	2.1s	1.5s	561.8%	94 MB	4.6 GB	44.3 MB	5.4 MB
169	9d/bb5338	299864	FREYJA_VARIANTS (Calling variants mixture_3)	COMPLETED	0	2025-10-10 13:48:45.691	2.6s	1.9s	469.7%	90.4 MB	4.6 GB	68.2 MB	23.3 MB
170	3d/3636af	300235	FREYJA_VARIANTS (Calling variants mixture_39)	COMPLETED	0	2025-10-10 13:48:48.280	2.1s	1.5s	566.9%	90.2 MB	4.6 GB	41.4 MB	3.2 MB
171	37/a89a39	300629	FREYJA_VARIANTS (Calling variants mixture_39)	COMPLETED	0	2025-10-10 13:48:50.401	2.2s	1.5s	560.7%	90.9 MB	4.6 GB	41.4 MB	3.2 MB
172	a4/fa8015	301000	FREYJA_VARIANTS (Calling variants mixture_40)	COMPLETED	0	2025-10-10 13:48:52.557	2.1s	1.5s	565.6%	89.8 MB	4.6 GB	41.4 MB	3.2 MB
173	11/e7a1c9	301382	FREYJA_VARIANTS (Calling variants mixture_40)	COMPLETED	0	2025-10-10 13:48:54.675	2.1s	1.5s	564.4%	90 MB	4.6 GB	41.4 MB	3.2 MB
174	27/bef774	301758	FREYJA_VARIANTS (Calling variants mixture_41)	COMPLETED	0	2025-10-10 13:48:56.789	2.7s	1.6s	540.5%	89.7 MB	4.6 GB	44.3 MB	5.4 MB
175	1d/1d799a	302142	FREYJA_VARIANTS (Calling variants mixture_42)	COMPLETED	0	2025-10-10 13:48:59.539	2.2s	1.6s	546.6%	90.2 MB	4.6 GB	44.3 MB	5.5 MB
176	fa/bfebda	302513	FREYJA_VARIANTS (Calling variants mixture_43)	COMPLETED	0	2025-10-10 13:49:01.743	2.2s	1.5s	561.9%	95.8 MB	4.6 GB	44.3 MB	5.4 MB
177	de/d37111	302885	FREYJA_VARIANTS (Calling variants mixture_44)	COMPLETED	0	2025-10-10 13:49:03.906	2.2s	1.5s	553.9%	90.3 MB	4.6 GB	44.3 MB	5.4 MB
178	fa/de317f	303285	FREYJA_VARIANTS (Calling variants mixture_43)	COMPLETED	0	2025-10-10 13:49:06.087	2.3s	1.6s	531.4%	89 MB	4.6 GB	44.3 MB	5.4 MB
179	36/c21e38	303659	FREYJA_VARIANTS (Calling variants mixture_4)	COMPLETED	0	2025-10-10 13:49:08.361	2.6s	2s	465.4%	89.6 MB	4.6 GB	68.2 MB	23.3 MB
180	aa/3f0bed	304054	FREYJA_VARIANTS (Calling variants mixture_44)	COMPLETED	0	2025-10-10 13:49:10.974	2.2s	1.5s	554.1%	90.5 MB	4.6 GB	44.3 MB	5.4 MB
181	ef/857311	304423	FREYJA_VARIANTS (Calling variants mixture_45)	COMPLETED	0	2025-10-10 13:49:13.184	2.2s	1.6s	548.4%	89.9 MB	4.6 GB	44.3 MB	5.4 MB
182	20/a483f1	304817	FREYJA_VARIANTS (Calling variants mixture_45)	COMPLETED	0	2025-10-10 13:49:15.419	2.2s	1.6s	547.9%	88.9 MB	4.6 GB	44.3 MB	5.4 MB
183	13/8321a6	305192	FREYJA_VARIANTS (Calling variants mixture_47)	COMPLETED	0	2025-10-10 13:49:17.594	2.3s	1.6s	552.9%	91 MB	4.6 GB	44.3 MB	5.5 MB
184	77/f7f40a	305575	FREYJA_VARIANTS (Calling variants mixture_46)	COMPLETED	0	2025-10-10 13:49:19.893	2.2s	1.6s	545.2%	89.5 MB	4.6 GB	44.3 MB	5.5 MB
185	5f/7b1fd2	305951	FREYJA_VARIANTS (Calling variants mixture_46)	COMPLETED	0	2025-10-10 13:49:22.095	3.2s	1.9s	401.0%	89.5 MB	4.6 GB	44.3 MB	5.5 MB
186	05/ad1265	306324	FREYJA_VARIANTS (Calling variants mixture_47)	COMPLETED	0	2025-10-10 13:49:25.294	3.5s	1.7s	289.4%	114.2 MB	4.6 GB	44.3 MB	5.5 MB
187	28/6ff505	306713	FREYJA_VARIANTS (Calling variants mixture_48)	COMPLETED	0	2025-10-10 13:49:28.816	2.1s	1.5s	571.0%	101.8 MB	4.6 GB	44.3 MB	5.4 MB
188	9a/12e0f4	307148	FREYJA_VARIANTS (Calling variants mixture_49)	COMPLETED	0	2025-10-10 13:49:30.947	2.2s	1.5s	554.7%	92.8 MB	4.6 GB	44.3 MB	5.5 MB
189	b1/ed6a4a	307508	FREYJA_VARIANTS (Calling variants mixture_48)	COMPLETED	0	2025-10-10 13:49:33.155	2.1s	1.5s	567.9%	102 MB	4.6 GB	44.3 MB	5.4 MB
190	b3/48a754	307915	FREYJA_VARIANTS (Calling variants mixture_4)	COMPLETED	0	2025-10-10 13:49:35.267	2.8s	2.1s	436.5%	89.8 MB	4.6 GB	68.2 MB	23.3 MB
191	ef/c254f5	308333	FREYJA_VARIANTS (Calling variants mixture_49)	COMPLETED	0	2025-10-10 13:49:38.081	2.2s	1.5s	553.5%	92.6 MB	4.6 GB	44.3 MB	5.5 MB
192	33/d8e12d	308722	FREYJA_VARIANTS (Calling variants mixture_5)	COMPLETED	0	2025-10-10 13:49:40.264	2.6s	2s	465.3%	91 MB	4.6 GB	68.2 MB	23.3 MB
193	3c/62d63a	309097	FREYJA_VARIANTS (Calling variants mixture_50)	COMPLETED	0	2025-10-10 13:49:42.869	2.1s	1.5s	567.0%	95.7 MB	4.6 GB	44.3 MB	5.4 MB
194	d6/52f71f	309475	FREYJA_VARIANTS (Calling variants mixture_51)	COMPLETED	0	2025-10-10 13:49:44.991	2.2s	1.5s	557.6%	91.4 MB	4.6 GB	44.3 MB	5.4 MB
195	da/b409a8	309863	FREYJA_VARIANTS (Calling variants mixture_51)	COMPLETED	0	2025-10-10 13:49:47.145	2.2s	1.5s	564.3%	97.1 MB	4.6 GB	44.3 MB	5.4 MB
196	e7/1b77b5	310248	FREYJA_VARIANTS (Calling variants mixture_5)	COMPLETED	0	2025-10-10 13:49:49.313	2.6s	2s	467.3%	89.8 MB	4.6 GB	68.2 MB	23.3 MB
197	3a/85eab2	310627	FREYJA_VARIANTS (Calling variants mixture_6)	COMPLETED	0	2025-10-10 13:49:51.897	2.6s	2s	464.4%	89.6 MB	4.6 GB	68.2 MB	23.3 MB
198	46/8cfa67	311010	FREYJA_VARIANTS (Calling variants mixture_6)	COMPLETED	0	2025-10-10 13:49:54.537	2.9s	2.3s	322.9%	118.7 MB	4.6 GB	68.2 MB	23.3 MB
199	de/9e469d	311501	FREYJA_VARIANTS (Calling variants mixture_7)	COMPLETED	0	2025-10-10 13:49:57.431	2.6s	2s	455.9%	89.7 MB	4.6 GB	68.2 MB	23.3 MB
200	32/997b04	311884	FREYJA_VARIANTS (Calling variants mixture_8)	COMPLETED	0	2025-10-10 13:50:00.084	2.8s	2.1s	446.2%	89.2 MB	4.6 GB	68.2 MB	23.3 MB
201	a9/13ffa5	312315	FREYJA_VARIANTS (Calling variants mixture_7)	COMPLETED	0	2025-10-10 13:50:02.853	2.6s	1.9s	470.3%	90.8 MB	4.6 GB	68.2 MB	23.3 MB
202	cc/301884	312716	FREYJA_VARIANTS (Calling variants mixture_8)	COMPLETED	0	2025-10-10 13:50:05.442	2.6s	2s	461.4%	82.2 MB	4.6 GB	68.2 MB	23.3 MB
203	26/5da7cd	313086	FREYJA_VARIANTS (Calling variants mixture_9)	COMPLETED	0	2025-10-10 13:50:08.073	2.6s	1.9s	467.8%	90.5 MB	4.6 GB	68.2 MB	23.3 MB
204	b8/9ba462	313479	FREYJA_VARIANTS (Calling variants mixture_50)	COMPLETED	0	2025-10-10 13:50:10.640	2.2s	1.5s	552.6%	90 MB	4.6 GB	44.3 MB	5.4 MB
205	be/2f5769	313856	FREYJA_VARIANTS (Calling variants mixture_9)	COMPLETED	0	2025-10-10 13:50:12.831	2.6s	2s	460.6%	85.4 MB	4.6 GB	68.2 MB	23.3 MB
206	86/9a11ab	314259	FREYJA_DEMIX (Demixing mixture_10)	COMPLETED	0	2025-10-10 13:50:15.446	31.1s	30.5s	1127.0%	1.8 GB	11.3 GB	93.1 MB	13.6 MB
207	43/a32e50	315376	FREYJA_DEMIX (Demixing mixture_10)	COMPLETED	0	2025-10-10 13:50:46.600	28.6s	28s	1156.6%	1.8 GB	11.3 GB	93.1 MB	13.6 MB
208	b1/5361e6	316608	FREYJA_DEMIX (Demixing mixture_11)	COMPLETED	0	2025-10-10 13:51:15.210	20.1s	19.4s	1011.7%	1.8 GB	12.8 GB	91.1 MB	13.6 MB
209	67/5e113e	317735	FREYJA_DEMIX (Demixing mixture_15)	COMPLETED	0	2025-10-10 13:51:35.294	1m 27s	1m 26s	262.7%	1.8 GB	11.3 GB	84.1 MB	5.9 MB
210	20/d7d177	319679	FREYJA_DEMIX (Demixing mixture_13)	COMPLETED	0	2025-10-10 13:53:02.138	19.3s	18.7s	1016.3%	1.8 GB	11.3 GB	91.2 MB	13.6 MB
211	67/4ce5c7	320804	FREYJA_DEMIX (Demixing mixture_13)	COMPLETED	0	2025-10-10 13:53:21.471	1m 19s	1m 18s	229.9%	1.7 GB	10.9 GB	79.4 MB	1.6 MB
212	14/533151	322598	FREYJA_DEMIX (Demixing mixture_15)	COMPLETED	0	2025-10-10 13:54:40.267	22.7s	22.1s	1014.2%	2 GB	11.3 GB	91 MB	13.6 MB
213	b2/80a111	323792	FREYJA_DEMIX (Demixing mixture_20)	COMPLETED	0	2025-10-10 13:55:02.938	19.4s	18.8s	1072.9%	1.8 GB	11.3 GB	91.1 MB	13.6 MB
214	55/828b46	324932	FREYJA_DEMIX (Demixing mixture_14)	COMPLETED	0	2025-10-10 13:55:22.331	11m 4s	11m 3s	11.3%	1.6 GB	12.1 GB	79.4 MB	1.6 MB
215	c8/6c142a	332453	FREYJA_DEMIX (Demixing mixture_14)	COMPLETED	0	2025-10-10 14:06:26.499	13m 56s	13m 54s	9.6%	1.8 GB	11.4 GB	91.1 MB	13.6 MB
216	d0/6a3062	518968	FREYJA_DEMIX (Demixing mixture_17)	COMPLETED	0	2025-10-10 14:20:22.598	7m 37s	7m 35s	22.9%	1.8 GB	12.8 GB	91.3 MB	13.6 MB
217	8f/42e13d	761939	FREYJA_DEMIX (Demixing mixture_19)	COMPLETED	0	2025-10-10 14:27:59.441	45.3s	43.8s	194.4%	1.7 GB	12.6 GB	91.1 MB	13.6 MB
218	20/1c3899	788540	FREYJA_DEMIX (Demixing mixture_12)	COMPLETED	0	2025-10-10 14:28:44.709	43.3s	41.9s	192.2%	1.7 GB	11.6 GB	91.1 MB	13.6 MB
219	4d/54cc47	817682	FREYJA_DEMIX (Demixing mixture_1)	COMPLETED	0	2025-10-10 14:29:27.973	2m 28s	2m 26s	121.2%	1.5 GB	10.8 GB	81.3 MB	1.5 MB
220	ab/eca2ba	903233	FREYJA_DEMIX (Demixing mixture_16)	COMPLETED	0	2025-10-10 14:31:56.433	45.8s	43.8s	182.0%	1.7 GB	11.6 GB	91 MB	13.6 MB
221	19/bdd9ab	926248	FREYJA_DEMIX (Demixing mixture_17)	COMPLETED	0	2025-10-10 14:32:42.206	1m 1s	58.6s	181.4%	1.8 GB	12.5 GB	91.3 MB	13.6 MB
222	37/b90312	957606	FREYJA_DEMIX (Demixing mixture_11)	COMPLETED	0	2025-10-10 14:33:42.767	47.6s	45.2s	183.9%	1.8 GB	11.4 GB	91.1 MB	13.6 MB
223	59/478c7c	981798	FREYJA_DEMIX (Demixing mixture_12)	COMPLETED	0	2025-10-10 14:34:30.339	50.4s	47.9s	178.1%	1.8 GB	12.5 GB	91.1 MB	13.6 MB
224	a4/d517cb	1007679	FREYJA_DEMIX (Demixing mixture_19)	COMPLETED	0	2025-10-10 14:35:20.735	47.3s	45s	184.6%	1.8 GB	12.9 GB	91.1 MB	13.6 MB
225	1b/887021	1030743	FREYJA_DEMIX (Demixing mixture_1)	COMPLETED	0	2025-10-10 14:36:07.994	1m 16s	1m 14s	195.3%	1.7 GB	12.2 GB	93.1 MB	13.6 MB
226	84/56fccb	1070873	FREYJA_DEMIX (Demixing mixture_16)	COMPLETED	0	2025-10-10 14:37:24.367	47.3s	44.4s	178.9%	1.7 GB	11.4 GB	91 MB	13.6 MB
227	1d/66a0b7	1091629	FREYJA_DEMIX (Demixing mixture_21)	COMPLETED	0	2025-10-10 14:38:11.633	47.5s	43.7s	198.1%	1.7 GB	11.5 GB	91.1 MB	13.6 MB
228	21/f025b5	1117302	FREYJA_DEMIX (Demixing mixture_20)	COMPLETED	0	2025-10-10 14:38:59.158	46.3s	44.8s	204.1%	1.7 GB	11.3 GB	91.1 MB	13.6 MB
229	b5/79b28a	1148164	FREYJA_DEMIX (Demixing mixture_18)	COMPLETED	0	2025-10-10 14:39:45.459	45.7s	44.4s	193.2%	1.6 GB	11.1 GB	91.1 MB	13.6 MB
230	61/fc9468	1173798	FREYJA_DEMIX (Demixing mixture_22)	COMPLETED	0	2025-10-10 14:40:31.162	40.3s	38.5s	206.8%	1.8 GB	11.4 GB	91.1 MB	13.6 MB
231	1d/160ab1	1197332	FREYJA_DEMIX (Demixing mixture_24)	COMPLETED	0	2025-10-10 14:41:11.510	40.4s	38.9s	202.4%	1.8 GB	11.4 GB	91 MB	13.6 MB
232	34/66a7ed	1222692	FREYJA_DEMIX (Demixing mixture_21)	COMPLETED	0	2025-10-10 14:41:51.957	45.5s	44.3s	184.8%	1.8 GB	11.3 GB	91.1 MB	13.6 MB
233	90/c917ca	1247103	FREYJA_DEMIX (Demixing mixture_23)	COMPLETED	0	2025-10-10 14:42:37.501	51.7s	50.2s	169.1%	1.7 GB	12.8 GB	91.1 MB	13.6 MB
234	32/0b405c	1272133	FREYJA_DEMIX (Demixing mixture_25)	ABORTED	-	2025-10-10 14:43:29.227	-	-	-	-	-	-	-
